Geneid	SRR580389	SRR580390	SRR580391	SRR580392	SRR580393	SRR580394
III.g7587.t1	725	628	710	256	208	311
V.g18269.t1	374	459	431	169	203	272
II.g6211.t1	101	69	66	93	95	89
II.g7289.t1	75	71	52	112	129	108
X.g18523.t1	645	719	644	408	389	457
II.g7288.t2	584	567	548	336	467	414
III.g7491.t1	490	683	501	1279	477	972
X.g20523.t1	391	339	403	455	334	323
IV.g13503.t1	284	302	260	167	177	147
III.g7852.t1	800	900	770	430	393	397
I.g781.t1	235	195	216	272	165	319
I.g1591.t1	6430	6798	6143	5782	5306	6774
IV.g13500.t2	1682	1738	1482	875	914	927
V.g16482.t1	8260	9499	8582	7132	4575	6265
III.g8405.t1	370	338	282	641	461	587
II.g4392.t1	22	16	14	7836	5567	7013
I.g2803.t1	8309	8500	8394	5544	4434	6195
I.g2150.t1	2	1	3	3058	2024	2941
III.g9299.t1	6788	7487	6498	3987	4560	4879
II.g6471.t1	2704	2931	2618	3640	9344	4587
II.g4892.t1	1306	1509	1354	1594	958	1613
IV.g11426.t1	92	85	71	195	129	170
V.g14355.t1	131	124	116	88	176	122
X.g18839.t1	2953	2566	2244	4543	3006	3512
V.g14357.t1	1173	1039	1012	688	1331	821
X.g18840.t2	4	4	4	27	7	16
IV.g13728.t1	240	261	271	389	385	269
II.g5772.t1	6835	6720	5542	12344	9336	11231
X.g19023.t1	274	179	225	594	200	440
X.g18657.t1	3409	3894	2841	2079	3052	2369
X.g20083.t1	44	55	66	1633	2523	1852
III.g9001.t1	4396	5093	4466	1970	2273	2519
IV.g11273.t1	3700	4198	3512	1896	1652	2210
II.g4873.t1	6167	9165	4869	227	389	630
II.g4750.t1	0	1	0	772	861	858
III.g7866.t1	3169	3735	3146	2297	1464	2466
II.g4596.t1	17	17	11	19	23	20
V.g16190.t1	108	109	80	161	124	154
I.g1725.t1	3124	2914	2843	1657	2028	1665
II.g4675.t2	0	0	0	366	313	300
V.g15470.t1	542	2408	752	4659	1200	3909
II.g6825.t1	0	0	0	16	20	13
IV.g12330.t1	8725	9519	8756	2282	1838	3049
I.g1643.t3	228	334	274	185	104	141
V.g15472.t1	144	1257	172	1978	106	1158
X.g20536.t1	63	92	45	158	135	164
IV.g12298.t1	7	4	5	978	1147	1060
I.g2721.t1	3470	3818	3501	1811	2013	2425
X.g18901.t1	2	0	1	30	22	22
II.g6824.t1	1	0	0	50	61	40
X.g18902.t2	539	556	289	1129	1384	1375
II.g5401.t1	2871	3225	2696	1444	1520	1797
IV.g12274.t1	6933	7776	7168	3404	3426	4344
II.g5962.t1	4	0	1	256	204	189
X.g21844.t1	207	257	201	327	407	403
III.g10366.t1	432	416	484	434	426	500
I.g1890.t1	1406	1614	1454	1378	1130	1715
II.g5999.t1	3	1	0	461	307	334
I.g1887.t1	18	25	43	5	1	22
IV.g12113.t1	7224	9079	8844	4821	6806	7491
II.g5567.t1	62866	91640	68037	10948	13039	16978
I.g2819.t1	2490	2813	2728	267	475	598
V.g17411.t3	75	58	52	252	191	222
V.g17050.t1	143	156	126	298	379	336
II.g3980.t1	5	4	4	149	85	103
X.g19076.t2	1876	1083	1471	1745	2836	1517
I.g2810.t1	1189	1585	1305	1095	1417	1332
IV.g13556.t2	242	231	188	447	183	318
I.g3774.t1	23	32	28	5054	3361	4466
I.g2780.t1	3703	4362	3629	4477	2691	4479
III.g9550.t1	3	2	4	9	2	4
V.g15221.t1	2615	2816	2797	1076	922	1274
V.g16701.t1	17807	20797	18592	8550	7148	10124
I.g3260.t1	264	305	276	128	50	102
I.g3265.t2	204	263	203	102	93	118
V.g15996.t3	3568	4678	3412	7388	5128	7039
II.g6114.t1	2065	2498	2241	1162	1364	1505
II.g6178.t1	0	0	1	1705	1443	1499
V.g17328.t3	1036	1028	1021	975	1058	1035
V.g16722.t2	2704	3099	2711	1408	1284	1521
II.g6161.t1	1	0	0	818	722	773
III.g10103.t1	7960	7779	7428	4358	3181	4605
I.g1331.t1	6358	7184	6606	4552	4524	5436
I.g3263.t2	1433	1757	1562	587	478	720
I.g3163.t1	84	127	69	412	897	547
IV.g11923.t1	21649	19965	19814	16720	11772	16917
I.g1217.t1	23223	24082	23427	7474	3324	8443
II.g6039.t2	1891	2299	1677	2782	1531	2775
V.g14226.t1	985	949	862	1120	596	1106
V.g14507.t1	13634	15469	13884	7748	4987	7238
X.g21982.t2	2	1	3	4	6	1
IV.g13107.t1	3640	4194	3577	2297	2475	2900
X.g20721.t2	2119	2450	1779	2537	1626	2394
V.g18476.t1	111	336	113	809	3454	624
I.g1645.t1	72	64	59	469	447	388
V.g18477.t1	63	148	76	426	1087	241
V.g18374.t1	352	465	282	1343	388	874
IV.g13519.t1	1781	1889	1790	1510	1169	1637
V.g14118.t2	662	830	623	1194	418	1243
I.g3883.t1	172	290	140	540	474	409
V.g17368.t1	3	11	2	28	21	19
V.g17367.t1	0	0	0	0	0	0
II.g5540.t2	6439	8012	5443	8338	5151	6675
III.g9417.t1	1	0	1	7517	8380	7553
I.g821.t1	4236	3682	3920	2168	1395	2111
IV.g12065.t1	0	0	0	0	0	0
V.g18288.t1	6396	5963	5621	7288	4604	7109
III.g9497.t1	120	80	12	1057	213	306
III.g9416.t1	1	1	1	17080	21350	24787
III.g7500.t1	2185	3698	2739	6091	1337	4216
III.g8369.t1	6200	6094	5961	2562	2465	2925
III.g9244.t1	257	450	356	3357	2633	3337
X.g18942.t1	1460	1688	1573	1928	1012	1857
V.g17094.t1	4841	5270	4797	2153	2877	3035
III.g9445.t2	5192	5577	4780	5652	4005	5922
II.g4867.t1	6478	7500	6535	3028	2354	3956
II.g5864.t2	53	35	41	114	161	125
V.g16341.t1	128	132	117	515	309	485
II.g5444.t3	622	786	490	3051	2209	3198
II.g7173.t1	3612	3723	3632	4203	3369	4130
IV.g12970.t1	28	30	20	64	99	68
II.g5022.t1	1	1	4	13278	6679	11019
I.g720.t1	1687	1428	1628	1239	892	1229
IV.g13740.t2	77	59	89	6707	3780	5746
III.g9360.t2	5804	5907	5309	2182	2367	2566
V.g17457.t1	4594	4668	4382	3401	3924	4170
III.g10203.t1	35	41	34	100	95	92
V.g17293.t1	5	0	5	11	5	5
V.g15979.t1	368	339	389	1054	1081	1061
V.g18472.t2	0	1	0	546	435	519
I.g3622.t3	2055	2158	2001	2227	1424	2292
IV.g13480.t3	15326	14259	14635	9314	5299	8298
V.g15748.t1	0	0	0	0	0	0
II.g4489.t4	13476	14821	12649	4817	3257	5511
V.g15981.t1	102	81	104	169	99	140
V.g17484.t1	85	160	71	226	471	256
V.g15750.t1	0	0	0	0	1	0
IV.g10483.t1	2	1	0	5119	12501	7369
III.g8505.t1	475	642	538	423	476	617
IV.g11669.t1	4546	4508	4170	3100	4398	3767
II.g5359.t1	167	123	148	134	249	119
IV.g10482.t1	0	0	0	4290	9636	6234
II.g5106.t1	5978	7791	5703	22101	3539	13313
III.g10265.t1	6840	7191	6755	4137	2458	4164
V.g16607.t2	44	43	35	70	50	44
III.g7777.t2	1975	2280	1804	2988	1297	2716
I.g796.t2	7184	7736	7568	5631	3075	5626
IV.g10433.t2	1	6	0	8	10	13
I.g1729.t2	1	4	4	226	201	215
IV.g12050.t1	4556	5076	4252	2295	3242	3144
I.g870.t1	3	3	0	1731	1149	1493
II.g4983.t1	76	46	59	66	44	43
III.g8322.t1	12990	14340	12007	11473	5978	11465
X.g20118.t2	36	20	26	169	118	134
II.g6331.t1	6	7	9	3	6	3
III.g8770.t1	14	14	5	1553	1359	1436
X.g20972.t1	48371	69891	41160	1102	768	2008
III.g10139.t1	1698	1793	1615	1081	844	1225
II.g6456.t1	5079	5535	4908	5329	4677	6141
I.g2979.t1	5	0	1	20376	12032	20277
I.g3904.t1	260	194	199	495	408	431
II.g5919.t1	7799	8427	8199	6512	4179	7304
IV.g11999.t1	987	993	1037	18	33	58
IV.g11661.t1	10	10	14	6	3	5
III.g8683.t2	5928	5954	6376	2848	1840	3169
II.g5241.t2	6268	7587	7530	1709	1229	2250
III.g8776.t1	7	5	7	21977	13679	21241
IV.g11005.t1	0	1	2	1439	1084	1287
IV.g12216.t1	1688	1930	1810	397	436	601
I.g1703.t2	3353	3608	3188	3095	2800	3598
III.g10021.t2	1141	936	1300	1605	844	1463
II.g4529.t1	9391	10897	9528	6201	5727	7748
III.g9704.t1	78	71	70	109	61	75
IV.g11787.t1	18	24	10	114	65	68
I.g737.t1	5194	5126	4095	6323	5266	6211
X.g19041.t1	103	107	89	272	173	261
I.g1892.t2	9984	10107	9486	3747	2806	4174
IV.g12725.t1	5	11	8	2	3	5
IV.g10973.t1	920	614	776	2730	1533	2196
II.g5685.t1	2941	3128	2946	1664	1535	1960
II.g6972.t1	5	5	7	22	10	17
I.g3431.t1	0	0	0	2489	1896	2050
III.g8558.t1	2573	3293	2442	5459	4348	5680
I.g3530.t1	7	5	2	411	306	386
III.g8037.t1	2398	2351	2406	559	870	1043
X.g18805.t1	22	15	13	45	46	37
IV.g12681.t1	16567	17333	16640	8193	8345	8997
I.g3226.t1	1	2	2	3	8	6
IV.g11729.t3	1780	2260	1801	1163	1256	1549
II.g7108.t2	4148	4450	4055	1445	1156	1619
I.g1112.t2	445	305	332	485	570	465
IV.g12682.t1	1745	1656	1564	1316	1806	1467
IV.g13660.t1	2831	2290	2047	6089	4190	7027
IV.g11542.t1	7825	8107	7652	5377	3929	6815
I.g3227.t2	2	3	0	14	13	15
III.g9562.t1	3099	3618	3290	3678	2819	3930
III.g8073.t2	0	4	0	62	37	41
IV.g11948.t2	459	546	459	160	189	210
IV.g12040.t1	253	230	227	179	386	221
X.g19751.t1	59	53	45	210	272	226
IV.g11951.t1	2228	2007	1863	4183	3650	4026
X.g19752.t1	131	81	67	120	321	210
III.g9269.t2	4422	6786	8722	3369	3494	4443
V.g14715.t1	21	69	12	475	206	504
X.g20147.t1	1602	1583	1403	1993	1367	1954
I.g830.t1	9	36	4	35	16	73
IV.g11993.t1	38	35	36	47	32	20
I.g1920.t1	4064	4590	3919	1233	1390	1719
III.g9042.t1	3408	3737	3409	2766	4165	3950
II.g6033.t1	2518	3547	2886	7085	4196	6298
IV.g12223.t1	2518	2494	2407	2964	3326	3182
II.g6156.t1	3415	4389	3066	3619	3709	3430
V.g15852.t1	28099	37251	30493	5369	6021	10049
II.g6874.t1	8518	10325	7418	8500	4634	7392
I.g1923.t1	10010	11302	10617	3248	2837	4625
I.g2004.t1	95	196	175	1137	557	1049
IV.g13237.t1	381	427	367	277	346	354
IV.g13575.t1	1358	1543	1361	339	306	434
X.g20166.t1	280	284	247	907	1358	959
I.g3738.t1	9319	8790	8565	4678	3336	4528
III.g8340.t1	2766	3002	2442	3947	3760	3945
I.g1032.t1	1215	1314	1241	1027	1096	1254
V.g14176.t3	11	9	11	23	23	17
X.g19017.t1	67	73	42	82	73	80
IV.g11502.t1	85	46	32	389	145	230
I.g2057.t1	1796	2027	1578	1311	1471	1427
I.g1144.t2	87	80	48	196	202	195
I.g1036.t3	1413	1441	1446	1141	1440	1416
I.g740.t1	128	104	93	280	77	181
III.g9844.t1	2706	2901	2595	2728	2083	2564
III.g8140.t1	629	748	595	403	267	450
III.g8141.t1	2846	3454	2912	2063	1624	2233
I.g702.t1	1015	862	969	1011	612	995
V.g16267.t1	149	92	143	377	346	368
II.g5562.t2	5263	6517	6193	2584	3105	3579
I.g2516.t1	5457	6306	7882	1565	1385	2073
I.g1313.t1	7359	7944	7231	4890	5028	6154
II.g6102.t1	307	302	248	474	615	665
III.g9904.t1	13651	13489	12838	7383	5955	7666
V.g16868.t1	5420	6663	5846	1614	1907	2487
I.g1405.t1	44391	38285	39417	35749	30265	30716
V.g16266.t1	44	37	50	83	30	38
III.g10235.t2	37	30	28	1299	802	1087
V.g14064.t2	10	7	10	5	14	11
IV.g10784.t2	587	985	669	1673	1079	2079
IV.g10437.t1	765	876	773	605	449	585
I.g2078.t1	1037	871	900	906	1191	921
II.g6245.t1	2292	2284	2206	1113	1425	1526
I.g2077.t1	862	741	828	931	845	973
III.g8292.t1	681	749	636	549	589	633
IV.g10586.t1	7	9	5	33	27	33
X.g19522.t3	160	137	126	135	137	135
IV.g12790.t1	10281	9399	9878	7123	5159	6200
II.g4769.t1	1773	2087	1958	829	1177	1288
V.g15347.t1	15553	16560	14828	8033	6355	8500
IV.g12667.t1	260	364	241	807	539	720
IV.g12668.t1	431	500	378	1339	753	1138
III.g8958.t1	70	72	157	110	119	95
III.g8694.t1	9848	11076	9520	10550	10666	11621
III.g8957.t2	36	31	40	38	32	40
X.g19520.t1	50	42	44	47	63	50
III.g10211.t1	88	74	74	138	50	120
I.g3563.t3	373	428	402	345	43	236
X.g18772.t1	364	285	140	446	629	402
III.g7647.t3	5599	5864	5552	5016	4540	5446
I.g3173.t1	1749	2070	1415	3825	4144	3709
V.g16506.t1	9	12	7	80	56	66
V.g17609.t2	5163	5919	5393	2073	2112	2604
I.g772.t1	25341	25727	25610	7718	6459	8892
V.g17151.t1	2022	1963	1790	1399	1753	1740
III.g8400.t1	4667	5619	5031	1030	949	1180
IV.g13799.t1	2259	2544	2151	1746	1946	2206
II.g4803.t1	1298	1295	1174	1026	1269	1263
IV.g11057.t1	47	47	34	56	57	66
V.g16942.t1	12208	13461	10778	22757	20641	27777
I.g1086.t1	4655	4261	4401	10261	4061	9639
IV.g10995.t1	746	1040	805	402	346	613
IV.g11028.t1	266	235	211	330	218	352
I.g3813.t3	5584	8202	4107	18527	18219	25276
IV.g11070.t1	3926	4351	3695	1470	1416	1930
III.g9292.t1	1736	1580	1570	846	999	1227
I.g2178.t1	27213	14203	24730	52857	17836	40796
IV.g11464.t1	290	446	252	734	944	871
IV.g13146.t1	331	286	353	327	189	317
IV.g11346.t1	65	41	45	143	82	117
III.g8071.t1	6277	6745	5997	8382	7354	8868
III.g8972.t1	2142	2140	1840	4352	2384	3800
V.g15569.t1	18	21	22	104	47	41
II.g4045.t1	22	18	39	2845	2250	2719
V.g15182.t1	0	3	2	2556	1695	2140
V.g15128.t3	176	156	160	716	440	662
III.g9030.t1	190	176	159	235	273	207
V.g15699.t1	110	121	117	259	243	305
IV.g10604.t2	929	917	1191	404	261	381
III.g8348.t1	1841	2155	1646	1817	3004	2498
III.g9312.t1	10	11	15	32	79	44
X.g20284.t1	3	8	6	9	9	8
III.g9914.t2	57	74	40	89	45	73
I.g2509.t1	4738	5151	5641	3758	1910	4558
V.g18224.t1	13	16	17	51	64	56
X.g20018.t1	26	35	26	79	128	94
I.g1509.t4	3957	4387	3938	1725	1758	1836
X.g20282.t1	0	1	0	2	1	0
V.g18223.t2	1	7	5	16	15	8
II.g6130.t4	8490	7884	8171	3689	3124	3732
X.g19610.t2	16	4	15	154	97	116
V.g16378.t1	46	47	37	190	118	189
I.g925.t2	1052	1035	945	1948	583	1397
V.g13951.t1	2202	3628	2432	6431	6732	5027
II.g5646.t2	5	2	1	605	655	589
IV.g12397.t1	615	671	552	384	289	468
III.g8060.t1	6685	5715	6587	3083	2889	3261
IV.g12396.t1	3816	4209	3894	1561	1709	2050
I.g1765.t1	2656	2915	2847	658	859	910
IV.g11681.t3	4759	5230	4405	3503	3592	4250
I.g1836.t1	12	18	2	85	68	68
I.g1616.t1	12609	14387	13759	7325	8422	9173
X.g18843.t1	2865	2823	2418	1458	1057	1643
III.g8325.t1	166	278	140	372	257	297
II.g4904.t2	577	565	460	1464	960	1448
II.g6362.t1	1741	1936	1710	1381	1950	1797
V.g17356.t1	3	7	0	169	74	122
V.g17355.t2	7	2	1	80	14	29
III.g7914.t1	2430	2973	2599	4242	2404	3692
V.g17187.t1	39	16	13	283	21	121
II.g5887.t1	3436	4147	3705	2132	2760	2984
IV.g13362.t1	1867	1477	1616	2029	800	1902
I.g2934.t1	1262	991	1070	610	1132	778
III.g8583.t1	1415	1493	1364	1132	1237	1406
II.g5684.t1	1138	1203	1101	1386	1410	1971
IV.g12076.t1	59	50	58	220	103	146
I.g3594.t1	1764	2296	1667	6431	7182	7512
I.g3595.t2	0	2	1	3	1	0
V.g15565.t1	5289	5369	5179	3502	2999	4004
III.g8304.t1	863	757	584	3397	2437	2858
II.g4589.t1	611	605	585	379	392	431
II.g6048.t1	3741	2572	2927	4657	4873	4871
IV.g13676.t1	50	66	31	160	30	69
I.g736.t1	9132	10258	7532	11001	9889	11068
III.g7870.t1	7162	6005	6364	3528	3010	3708
X.g20468.t1	110	84	99	140	79	95
X.g20605.t1	650	720	703	259	259	332
IV.g12099.t1	9892	9730	9879	5287	2726	6159
III.g8610.t1	1	0	1	1152	1186	1164
IV.g10920.t1	62	91	53	130	129	153
V.g16704.t1	7	11	9	2027	1555	1914
I.g1927.t1	28	31	32	1179	904	1079
IV.g11915.t1	8359	7966	8020	4631	4418	5029
II.g5566.t3	471	652	491	74	130	147
I.g2967.t3	7367	7867	7374	2287	1159	2566
II.g5564.t1	27	35	22	68	60	64
X.g20604.t1	1403	1529	1423	732	830	767
V.g14911.t1	1	1	1	4	5	8
IV.g13263.t2	3750	5668	2151	4749	10442	6074
II.g4882.t2	2768	2629	2495	1309	1371	1668
III.g8956.t1	2435	2508	2331	968	1061	1031
III.g8810.t1	4059	4626	4265	1772	1395	1882
V.g16874.t1	2	1	0	3	6	2
V.g15435.t4	10	9	10	24	42	38
IV.g10811.t1	476	492	491	690	581	701
I.g3885.t1	2622	2925	2578	921	1164	1266
X.g21108.t1	936	957	875	308	358	281
I.g1847.t1	279	255	288	407	196	364
IV.g10753.t1	19	18	23	2836	1878	2283
II.g5596.t1	4108	4650	4435	2318	2529	2601
II.g5252.t2	8427	8850	8189	1946	1508	2248
III.g9871.t1	2197	2482	2315	1507	1038	1605
III.g8500.t1	9201	9330	8652	5049	8042	5790
IV.g10959.t1	977	1114	928	332	338	349
II.g5555.t3	372	506	444	307	305	317
V.g15404.t2	8870	9075	8255	4566	2651	5428
IV.g11075.t1	1	1	4	5	9	9
IV.g10633.t3	56	49	27	118	84	117
II.g4273.t1	2421	2161	2312	2106	1258	2116
IV.g11352.t1	7563	6796	5575	5875	5037	6413
I.g1569.t1	169	202	147	140	151	157
III.g9351.t1	2	3	1	30063	16497	24801
V.g16332.t1	1407	1293	991	511	923	608
III.g8295.t1	2158	2233	1776	11543	1579	6691
IV.g11357.t1	2353	2177	2146	1393	929	1306
IV.g12187.t1	1752	1823	1853	1512	1496	1800
IV.g12527.t1	1	0	1	4	5	5
III.g8552.t1	6053	7633	7422	2502	4045	3871
V.g15172.t2	16761	18035	17110	22927	19052	22647
IV.g13343.t1	641	734	687	515	550	590
V.g16688.t1	8275	9941	8720	6186	6608	7875
IV.g13596.t1	1746	1604	1617	1883	1374	1648
III.g9779.t1	4348	4800	4071	3446	2673	3614
III.g9103.t1	580	674	402	1018	1117	840
I.g2031.t2	994	755	965	1937	963	1956
V.g15553.t2	3	4	6	4	6	4
IV.g12102.t1	5598	6706	6323	4101	3038	4426
IV.g11159.t1	1015	991	956	540	489	668
III.g7582.t1	4749	4896	4578	2923	2072	3270
V.g15558.t1	2	5	4	9	10	13
V.g18392.t2	215	301	253	541	249	429
I.g1682.t3	866	856	838	1838	1391	2016
II.g6335.t1	10726	12972	11244	1551	2050	3352
II.g5817.t1	340	351	287	867	695	904
IV.g12154.t1	61	107	75	178	41	73
II.g4434.t2	8406	9499	8266	7291	6291	7577
II.g5818.t1	34	27	29	46	32	55
IV.g12736.t3	11840	14343	11978	9060	8771	11530
I.g1841.t2	5393	5877	5146	1573	2204	2938
I.g2840.t1	11	10	6	395	374	373
X.g21981.t1	21	27	16	0	0	0
V.g16736.t1	30	40	35	128	83	117
II.g6100.t3	2599	2756	2386	2116	2573	2621
V.g17327.t2	617	650	629	683	626	799
IV.g12923.t1	82	108	61	297	175	185
X.g19431.t1	7043	7346	5269	14880	19358	23493
II.g6386.t2	863	928	1017	416	514	592
I.g1188.t1	30360	27091	26075	24575	17364	21445
IV.g13511.t1	3195	3524	3043	1990	1805	2157
III.g9390.t1	3337	3803	3631	2488	2619	2985
X.g21137.t1	3	1	1	10	1	11
II.g4860.t1	1025	1175	985	550	449	555
V.g17278.t3	258	216	184	942	485	798
X.g18938.t3	3	6	1	5	4	7
X.g21423.t1	67	39	38	53	54	40
V.g14391.t2	7	4	0	0	5	2
III.g8210.t1	9644	10956	8343	11328	14298	12943
X.g21135.t3	0	0	0	2	1	1
II.g6199.t2	2654	3117	2638	2009	2153	2673
II.g4436.t1	6914	9572	6876	7494	3789	7190
III.g7447.t2	24	49	11	385	51	96
III.g8245.t1	4130	4472	4285	3198	3375	4104
IV.g12004.t3	20	29	40	3	7	29
V.g16985.t1	8	9	2	106	176	93
III.g8711.t1	2	5	4	5087	3721	4448
V.g16417.t1	9396	10177	9592	4300	4350	5247
X.g18940.t2	13	15	24	26	5	16
I.g3254.t3	20	12	6	141	54	117
III.g9963.t1	7042	8037	6626	3605	2731	4032
III.g8464.t3	4	6	2	5	2	10
IV.g12585.t1	1	0	1	3244	2570	3118
I.g3188.t2	2236	3096	3658	174	181	1187
I.g2172.t2	67	73	56	157	138	178
V.g17935.t1	30	41	17	317	103	96
III.g7824.t1	1600	1770	1627	1828	1731	2010
V.g17270.t2	10	10	19	62	115	50
IV.g11163.t1	1179	1320	1078	885	821	1007
IV.g11870.t1	1081	809	827	1552	532	1404
V.g16744.t1	3329	3672	3218	1225	1327	2028
IV.g11523.t1	14	14	11	2392	1277	3007
III.g8144.t1	16559	17963	16467	8186	6879	9424
II.g6373.t3	2281	2155	2076	1138	1747	1431
II.g6295.t1	62	40	36	367	472	160
IV.g11676.t1	2312	2561	2434	1359	1332	1500
I.g3917.t2	733	699	566	1793	855	1121
V.g16654.t1	1726	1574	1554	1229	1261	1412
X.g19394.t1	1004	980	848	1083	919	1073
IV.g13852.t1	7	8	9	25	9	4
II.g7272.t1	16	12	15	45	74	70
II.g6220.t1	91	56	86	108	142	161
X.g21171.t1	52	48	41	131	63	119
IV.g12957.t1	1	3	1	1528	1336	1490
I.g2436.t1	3260	3913	3560	1060	1156	1319
III.g9104.t1	56	60	46	203	200	168
IV.g12587.t2	502	474	574	1539	847	1458
IV.g11734.t1	1325	1710	1391	3514	3143	3615
II.g4159.t3	768	643	656	504	226	444
IV.g12237.t1	2408	2912	2537	1264	1356	1447
II.g6561.t1	25	30	15	74	79	100
III.g7761.t2	21	18	16	32	35	32
III.g9967.t1	9606	8794	9107	13062	6271	10607
IV.g11369.t1	1154	1094	1172	1037	1153	1202
II.g5723.t1	3657	3561	3806	1266	1329	1452
I.g1465.t1	9402	9939	8558	6898	14732	8386
II.g6913.t1	9827	11844	10581	2402	2649	4410
V.g14656.t3	0	0	2	45	15	17
V.g17649.t2	0	0	0	9	0	8
I.g1707.t4	39	31	30	1630	1120	1468
IV.g12321.t1	19	13	18	4090	3576	3888
V.g16691.t1	8637	9125	8533	11820	8802	12006
III.g7683.t1	323	454	363	601	303	520
II.g6141.t3	13	14	9	127	84	94
V.g16061.t1	4678	4430	4125	3711	2837	3770
I.g1951.t3	3578	3701	3451	2687	2651	3216
V.g15588.t1	10	5	5	36	34	25
V.g17143.t1	34	50	30	112	124	160
IV.g11794.t1	31	24	17	62	50	58
III.g9798.t3	8720	9433	8244	1345	1062	1500
I.g1416.t1	4644	5015	4641	3707	3464	4148
II.g6107.t2	6671	8308	7520	5572	5572	6738
IV.g13765.t1	130	299	139	791	761	737
II.g4911.t2	14928	17017	15129	7634	5914	8700
X.g19968.t1	355	323	351	187	180	227
IV.g11721.t2	98	116	102	337	354	268
III.g10147.t2	1657	1601	1602	1158	851	1246
III.g9357.t2	3736	3970	3609	2279	2085	2794
II.g4858.t1	125	101	125	298	300	401
I.g1762.t1	5264	4359	5079	7773	7477	7282
II.g6723.t3	4028	3973	3833	1269	680	1304
III.g8522.t1	545	427	492	352	377	433
II.g4859.t3	127	134	115	138	150	116
III.g8166.t5	1827	1827	1882	986	1192	1258
V.g16515.t1	967	978	1007	545	751	686
V.g15138.t1	141	62	76	184	277	152
V.g16436.t1	584	649	503	499	599	624
III.g8056.t1	9	5	2	2471	2451	2377
I.g1658.t1	1490	1950	1097	3409	3972	3748
II.g4442.t3	108	77	107	352	100	300
IV.g12730.t3	3230	3726	3386	1885	1555	1999
II.g4441.t1	4	2	6	13	3	14
III.g9772.t1	7794	8989	7461	5335	2908	5140
X.g19247.t3	688	659	659	603	379	549
III.g10404.t4	4564	4683	4194	2557	2054	2736
II.g7250.t1	4579	3583	3937	6497	5786	6856
IV.g12354.t1	115	86	124	340	303	371
V.g13861.t1	1158	1166	1110	1080	1048	1160
I.g1134.t1	34293	32695	30567	28412	31775	27663
V.g14347.t1	1	1	0	32	32	33
V.g17203.t3	137	179	150	87	53	44
IV.g12862.t2	6142	7513	5864	7785	13789	10714
I.g1522.t1	9825	10060	9243	9378	7550	8867
V.g14345.t1	0	2	2	7	3	7
IV.g13063.t1	6370	6594	6116	2140	1389	2453
II.g7294.t2	5049	5787	4925	3303	2974	3893
I.g3764.t1	1443	1010	1537	859	770	947
I.g3729.t2	2916	3085	2739	1310	1137	1548
X.g21110.t1	138	142	98	330	318	338
IV.g10947.t1	447	340	334	835	593	1014
I.g1724.t1	2435	2562	2125	2368	2473	2727
I.g3035.t1	5	7	8	3966	2373	3741
IV.g13342.t1	3	3	2	405	7	81
I.g1936.t1	12	22	5	82	30	66
V.g18283.t2	8900	10398	9210	4574	2788	5039
IV.g12931.t2	0	0	0	105	135	100
V.g16789.t1	700	1212	813	1257	1495	1321
V.g14027.t1	841	12554	869	48704	891	34584
IV.g13560.t1	1390	1404	1369	602	552	880
I.g2544.t1	0	0	0	2263	1699	2014
IV.g11680.t1	4559	5042	4747	3598	3542	3889
III.g9770.t2	4113	4461	3803	3430	2810	3525
IV.g13581.t1	2278	2267	2082	1584	1132	1467
X.g19183.t3	1752	1697	1617	1127	618	1007
V.g18373.t1	0	0	0	1633	847	1374
IV.g13855.t1	6323	6799	6185	5366	4046	4938
III.g7669.t1	985	983	761	634	626	778
V.g16123.t3	5589	6338	5586	2511	3327	3437
II.g5689.t1	40	18	10	260	55	94
II.g7253.t1	565	569	563	584	373	548
V.g13899.t1	2239	3382	2342	4415	3467	5053
IV.g11808.t1	9081	10217	9410	6280	4276	6696
V.g17381.t2	1087	1095	822	1611	779	1573
III.g9997.t2	20866	19347	19256	12017	7801	12219
V.g16409.t2	3	7	2	10	19	14
II.g3985.t1	2170	2275	2142	1171	1301	1359
I.g3683.t3	451	296	382	1346	461	1149
III.g8880.t1	87	53	51	184	130	101
V.g16335.t3	7	1	1	7	2	6
V.g15547.t1	14395	13063	13543	18073	13185	15184
III.g8882.t1	24	14	15	61	45	38
V.g17471.t1	160	385	111	472	370	228
V.g14427.t2	19473	14192	12831	18792	13211	23133
III.g7826.t3	22073	25029	21290	10625	6396	11424
II.g6893.t1	1791	1913	1640	2330	1736	2573
V.g17469.t1	14323	13439	13186	14657	5459	11743
II.g5868.t1	4226	4363	3998	2885	1925	2996
III.g8199.t3	21	22	34	5	2	3
X.g19106.t1	173	182	144	1073	1439	996
X.g21753.t1	54	54	53	106	1617	149
III.g8177.t1	26	39	42	7	10	15
V.g17504.t1	3	4	2	15	18	25
IV.g13087.t1	1	1	2	9	13	21
V.g14054.t4	2071	2200	2019	2481	1883	2516
II.g5662.t1	2997	3094	2921	1936	2166	2297
I.g2603.t3	6	0	4	2390	2452	2551
I.g2399.t1	37151	37095	34296	28975	34118	28616
III.g8382.t1	11428	12727	11370	7146	8274	8290
I.g1363.t1	2849	3180	2673	1833	2039	2074
IV.g10523.t1	1617	1575	1434	1197	2172	1494
II.g4881.t1	683	794	600	603	488	685
I.g3531.t1	5470	6038	5431	2089	1541	2190
IV.g11232.t1	0	1	0	1	1	0
X.g19894.t1	173	281	163	895	333	701
